상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,lon,lat,총_유동인구_수,남성_유동인구_수_ratio,연령대_10_유동인구_수_ratio,연령대_20_유동인구_수_ratio,연령대_30_유동인구_수_ratio,연령대_40_유동인구_수_ratio,연령대_50_유동인구_수_ratio,시간대_00_06_유동인구_수_ratio,시간대_06_11_유동인구_수_ratio,시간대_11_14_유동인구_수_ratio,시간대_14_17_유동인구_수_ratio,시간대_17_21_유동인구_수_ratio,월요일_유동인구_수_ratio,화요일_유동인구_수_ratio,수요일_유동인구_수_ratio,목요일_유동인구_수_ratio,금요일_유동인구_수_ratio,토요일_유동인구_수_ratio
A,골목상권,3110008,배화여자대학교(박노수미술관),197093,453418,11110,종로구,11110515,청운효자동,149264,126.9670895683088,37.58030943835253,1251380.0,0.411448632,0.199667567,0.126817593,0.148344228,0.170431843,0.153741469,0.262181542,0.204955965,0.126842265,0.117950488,0.161404081,0.14365489,0.144182307,0.143427941,0.142862965,0.141967155,0.141522846
A,골목상권,3110009,자하문터널,196991,455057,11110,종로구,11110550,부암동,178306,126.96592808590958,37.59507637869068,162009.0,0.464134709,0.139634218,0.116283663,0.132825954,0.195501484,0.164663692,0.280299243,0.195711349,0.113302347,0.115092371,0.15763939,0.138121956,0.136517107,0.142269874,0.141381034,0.142121734,0.151257029
A,골목상권,3110010,평창동서측,197064,456643,11110,종로구,11110560,평창동,369415,126.96674832970702,37.60936632114107,122420.0,0.429766378,0.174311177,0.087968371,0.095156798,0.143850219,0.1965953,0.317543559,0.21635177,0.101681901,0.096543894,0.135148381,0.139234923,0.139545332,0.139831235,0.138532417,0.141015692,0.149086335
A,골목상권,3110017,정독도서관,198581,453781,11110,종로구,11110600,가회동,83855,126.98393465833044,37.58358353946917,449300.0,0.468193928,0.139151705,0.139111642,0.164453228,0.179830448,0.159908391,0.209594925,0.210080125,0.168444247,0.167395949,0.154262186,0.143130901,0.142995135,0.146582922,0.149211444,0.149353887,0.141230175
A,골목상권,3110018,중앙고등학교,198883,453690,11110,종로구,11110600,가회동,166872,126.98735391827724,37.58276405131138,449745.0,0.500414678,0.185022624,0.120368209,0.162100746,0.177885246,0.162721098,0.218863536,0.22448004,0.15603474,0.153255393,0.145121913,0.150822909,0.153657842,0.153322097,0.152534986,0.150589444,0.121059442
A,골목상권,3110019,창덕궁,199222,452926,11110,종로구,11110615,종로1·2·3·4가동,40999,126.9911927073349,37.57588080606533,557426.0,0.541528531,0.05064179,0.182049603,0.187734673,0.201026147,0.185730816,0.108455846,0.200195542,0.199953357,0.211536978,0.199924654,0.157915415,0.158152218,0.160016146,0.155272907,0.156347491,0.117127865
A,골목상권,3110020,서울국제고등학교,199598,454302,11110,종로구,11110650,혜화동,133692,126.9954484333874,37.58827871837829,1788799.0,0.435781214,0.151311409,0.428127556,0.09052041,0.091786062,0.102047684,0.306523927,0.217586091,0.111165027,0.101730769,0.134859682,0.147192055,0.147945074,0.145186239,0.14197906,0.136296476,0.138427515
A,골목상권,3110001,이북5도청사,196262,456660,11110,종로구,11110560,평창동,108529,126.95766519329229,37.60951658051797,126315.0,0.437006191,0.170274079,0.101770192,0.104596482,0.14775876,0.174873727,0.255963266,0.208019633,0.11359696,0.116763646,0.171927325,0.138696244,0.138308316,0.138601241,0.138696244,0.13855374,0.151489961
A,골목상권,3110002,독립문역 1번,196220,452912,11110,종로구,11110570,무악동,31531,126.95720886112564,37.57574723987454,547929.0,0.445346021,0.186950547,0.114678673,0.124287547,0.148600827,0.153229147,0.212247528,0.217337584,0.135387485,0.138181632,0.178323548,0.145087611,0.146069487,0.145941734,0.144567473,0.144145887,0.138720021
A,골목상권,3110003,세검정초등학교,196389,455998,11110,종로구,11110550,부암동,191570,126.95910679987408,37.60355253658663,552786.0,0.453917067,0.222655784,0.110062483,0.093054093,0.157853129,0.160995394,0.359960274,0.210394257,0.09055403,0.086250375,0.122787118,0.144359923,0.140924591,0.140513943,0.140343895,0.14009425,0.144595096
A,골목상권,3110004,대신고등학교,196517,452627,11110,종로구,11110580,교남동,18781,126.96057237511422,37.57318057632959,642932.0,0.463903704,0.192656455,0.11709792,0.13715914,0.161388763,0.153349032,0.19410235,0.206130023,0.13752267,0.142142117,0.195509959,0.144255865,0.144960447,0.144576271,0.142983572,0.143045787,0.140406325
A,골목상권,3110035,동묘앞역 2번,201699,452879,11110,종로구,11110710,숭인2동,95779,127.01923329716882,37.57545610038485,1352717.0,0.5110511,0.074510097,0.152595962,0.150482437,0.147387183,0.193947584,0.305617222,0.214031041,0.107802457,0.100669395,0.136584573,0.141584887,0.140985352,0.139804763,0.14053145,0.140657123,0.145774239
A,골목상권,3110011,청운초등학교,197219,454141,11110,종로구,11110515,청운효자동,26913,126.96851328295918,37.58682400830492,38182.0,0.476062019,0.307684249,0.076894872,0.088025771,0.168744435,0.132680321,0.282953147,0.247649478,0.12764843,0.101720661,0.12217479,0.146374041,0.14488123,0.146112144,0.142786057,0.143388419,0.133541105
A,골목상권,3110012,성곡미술관,197292,452641,11110,종로구,11110530,사직동,124348,126.96934533653334,37.57330931964528,606444.0,0.445521763,0.091955729,0.130269242,0.201294761,0.204534961,0.166620496,0.201067205,0.219568501,0.161408143,0.156507443,0.164198178,0.151480024,0.153521436,0.153381274,0.151148583,0.148409661,0.120027768
A,골목상권,3110013,체부동홍종문가옥,197340,453202,11110,종로구,11110530,사직동,17064,126.96988666293326,37.5783640380782,118925.0,0.401471516,0.188263092,0.1442602,0.156612627,0.16580337,0.143940668,0.205800246,0.198846341,0.150740797,0.145123859,0.184703093,0.142021089,0.143046937,0.143627129,0.144081193,0.143896204,0.144737063
A,골목상권,3110014,경복고등학교,197484,453952,11110,종로구,11110515,청운효자동,63411,126.97151428391328,37.58512189400342,57976.0,0.506459681,0.249560148,0.119450098,0.119708835,0.164332287,0.14039052,0.130980717,0.25095726,0.189416675,0.176187519,0.170978647,0.14421236,0.142384049,0.147041068,0.146851338,0.147368784,0.137278576
A,골목상권,3110015,청와대사랑채,197585,453623,11110,종로구,11110515,청운효자동,69399,126.97265887241488,37.582157896694056,71466.0,0.452047127,0.127878991,0.141829681,0.177035234,0.196471049,0.159558391,0.111843394,0.214969356,0.191307755,0.195029804,0.196205188,0.144376347,0.141801696,0.149819495,0.150015392,0.149511656,0.139800744
A,골목상권,3110016,평창동동측,197827,457040,11110,종로구,11110560,평창동,522818,126.9753885072359,37.61294536602926,36182.0,0.443093251,0.146781638,0.147417295,0.124975817,0.140286875,0.165215709,0.22365948,0.219347706,0.144444444,0.145881703,0.159618574,0.141112094,0.141664824,0.143157197,0.141499005,0.137408799,0.145202299
A,골목상권,3110005,세검정,196688,455706,11110,종로구,11110550,부암동,244923,126.9624941811378,37.60092276960328,110053.0,0.449001845,0.201877294,0.088258278,0.103505616,0.152037219,0.176134918,0.261496942,0.211992622,0.115182961,0.113292928,0.161606891,0.144858794,0.144104605,0.143668448,0.1426144,0.141687566,0.14106059
A,골목상권,3110006,부암동주민센터,196701,454714,11110,종로구,11110550,부암동,91486,126.96264586419524,37.591984983800906,7335.0,0.430519569,0.186690304,0.075276149,0.097640802,0.161461885,0.139506341,0.191463248,0.211918724,0.136915314,0.152188736,0.174962498,0.142993457,0.138767721,0.14844602,0.141357688,0.136995638,0.143947655
A,골목상권,3110007,사직공원(한국사회과학도서관),196895,452714,11110,종로구,11110530,사직동,80252,126.9648509729646,37.57396579326782,906104.0,0.449856142,0.214222886,0.113840259,0.13060215,0.172104054,0.152045628,0.303957047,0.212207195,0.102477086,0.097043941,0.146615458,0.141568894,0.142363506,0.140466371,0.140216951,0.139137604,0.143262962
A,골목상권,3110037,신설동역 12번,201949,453159,11110,종로구,11110710,숭인2동,55232,127.02206413216838,37.57797838947975,819565.0,0.472053501,0.12809935,0.128227466,0.144982655,0.144299368,0.183426126,0.277161327,0.203151424,0.112902439,0.112859733,0.161624567,0.141969389,0.142402546,0.140601588,0.140248962,0.140197715,0.143221274
A,골목상권,3110038,경향신문사,197253,451928,11140,중구,11140520,소공동,36893,126.96890652578767,37.56688510789925,27831.0,0.476445435,0.130758175,0.140891125,0.217535034,0.228422566,0.162594323,0.080985915,0.250538948,0.232070997,0.221327968,0.163660535,0.168738771,0.173481854,0.174020841,0.16916996,0.161624147,0.083794466
A,골목상권,3110039,회현역 1번,198305,450967,11140,중구,11140540,회현동,9928,126.98081640265391,37.55822906707704,85879.0,0.458732155,0.067384723,0.140428505,0.191197019,0.201897997,0.161178388,0.175271897,0.224842218,0.163802138,0.161566408,0.173723189,0.155206744,0.15535812,0.156464328,0.152738155,0.148616076,0.113392098
A,골목상권,3110021,성균관대학교,199759,453776,11110,종로구,11110650,혜화동,77655,126.99727149747922,37.58353955150116,1276719.0,0.435795291,0.139868569,0.410563788,0.11726377,0.107643806,0.106118021,0.216911304,0.191935585,0.131035779,0.137171815,0.191895639,0.138231104,0.142870346,0.142467751,0.140135206,0.138759803,0.149490451
A,골목상권,3110022,경신고등학교,199921,454166,11110,종로구,11110650,혜화동,60182,126.99910555256606,37.587053452651496,533908.0,0.447335496,0.223889794,0.205617052,0.112578899,0.143810755,0.13317413,0.264634489,0.220814369,0.124092075,0.118810286,0.152190444,0.145313153,0.146414464,0.145506069,0.144024544,0.139920848,0.136113083
A,골목상권,3110023,서울대병원,200139,453265,11110,종로구,11110640,이화동,15969,127.00157360371888,37.57893549474338,405741.0,0.432352166,0.087467128,0.228904646,0.194284038,0.172745668,0.147135734,0.128510869,0.223401686,0.176714152,0.182296545,0.192233943,0.149772516,0.153163833,0.158191659,0.151182278,0.148631396,0.122654298
A,골목상권,3110024,혜회동주민센터,200121,454192,11110,종로구,11110650,혜화동,52850,127.00136998074277,37.58728770621597,258133.0,0.444586491,0.180721491,0.202229867,0.122712411,0.156427719,0.141090605,0.221479708,0.206456387,0.136387585,0.137050036,0.180508422,0.142105589,0.144402864,0.146332109,0.143314273,0.140757442,0.140540499
A,골목상권,3110025,충신시장옆,200370,452813,11110,종로구,11110630,종로5·6가동,39184,127.00418850120056,37.57486293640551,380861.0,0.500086646,0.080184109,0.184216814,0.165861036,0.149217168,0.184447869,0.234770691,0.218048054,0.149421968,0.143309501,0.152147371,0.15030943,0.151506718,0.152475575,0.148983487,0.147242695,0.126849428
A,골목상권,3110026,종로5가역 4번,200477,452601,11110,종로구,11110630,종로5·6가동,16485,127.00539963254758,37.57295277820339,324994.0,0.508738623,0.062179801,0.181480832,0.151135563,0.149006286,0.192508762,0.143111215,0.230196436,0.176665887,0.175376625,0.185179943,0.15603413,0.157674165,0.158935731,0.153981778,0.153104836,0.120402593
A,골목상권,3110027,혜화역 1번,200507,453618,11110,종로구,11110640,이화동,117673,127.0057399354138,37.58211587382123,385582.0,0.436073261,0.100637478,0.275458917,0.193380396,0.136015167,0.139448937,0.185173659,0.157029337,0.135666936,0.173329288,0.235958961,0.125314785,0.133113405,0.139475233,0.136583493,0.139566006,0.165651316
A,골목상권,3110028,이화달팽이길,200575,452995,11110,종로구,11110640,이화동,159124,127.0065092999959,37.57650264132745,2359706.0,0.488883361,0.095466554,0.162001961,0.146665729,0.137343381,0.182497311,0.279621699,0.214934403,0.121935105,0.114143033,0.146874653,0.146966551,0.144096704,0.143590285,0.142298175,0.140418705,0.136090625
A,골목상권,3110029,동대문역 1번,200934,452953,11110,종로구,11110680,창신2동,153230,127.01057331374024,37.57612392961357,3086336.0,0.464251786,0.084918086,0.150631865,0.123547024,0.131440519,0.218667489,0.286223211,0.208860604,0.110721905,0.108446391,0.156423669,0.14121465,0.141612209,0.140374172,0.141302781,0.140725397,0.144704224
A,골목상권,3110030,동대문역 3번,201063,452656,11110,종로구,11110670,창신1동,9161,127.01203322302788,37.57344783562387,145499.0,0.480821174,0.056741878,0.158445646,0.123408087,0.125634875,0.210452162,0.221084391,0.208136027,0.133311799,0.13503,0.178610456,0.143765335,0.143208638,0.143627879,0.143669116,0.143696607,0.1430918
A,골목상권,3110031,창신역 1번,201298,453314,11110,종로구,11110690,창신3동,32878,127.0146946018478,37.579376077698974,63253.0,0.465637993,0.124766813,0.108846871,0.15872514,0.152306573,0.187719354,0.183545705,0.196509312,0.132797926,0.142583868,0.219480191,0.137400598,0.137353169,0.135361169,0.136673359,0.135044978,0.153178505
A,골목상권,3110032,수족관거리,201321,452326,11110,종로구,11110670,창신1동,9323,127.01495320377124,37.570474218010425,111112.0,0.502987976,0.039211628,0.127885524,0.18314359,0.219835306,0.200215992,0.274753856,0.224328167,0.143051281,0.125528736,0.125744731,0.159652597,0.159886599,0.157645576,0.153622536,0.144505445,0.109171092
A,골목상권,3110033,창신역 4번,201471,453118,11110,종로구,11110700,숭인1동,77869,127.0166527339928,37.57760986925303,648123.0,0.482522608,0.102358815,0.14529209,0.152938799,0.143803173,0.189868574,0.224542948,0.203634815,0.127203099,0.131441506,0.186380321,0.143855188,0.145091063,0.143298196,0.144476983,0.140744672,0.140093562
A,골목상권,3110034,창신1동주민센터,201508,452344,11110,종로구,11110670,창신1동,29604,127.01707000762674,37.57063611007315,308877.0,0.498118998,0.055986506,0.138439772,0.201652432,0.215253272,0.177911667,0.256508212,0.225071954,0.144419012,0.131773283,0.136312278,0.155281876,0.155119999,0.153633971,0.150347873,0.143118458,0.119306391
A,골목상권,3110057,황학코아루아파트,202013,451863,11140,중구,11140670,황학동,30230,127.02278510211976,37.56630135637733,766352.0,0.443374585,0.125382494,0.186933925,0.213789765,0.148683828,0.13241713,0.263062844,0.210159026,0.122893758,0.118570685,0.161605683,0.14216686,0.143360827,0.144760965,0.142670545,0.142928911,0.141548347
A,골목상권,3110058,성심여자고등학교,195949,448136,11170,용산구,11170570,원효로2동,135620,126.95416739258842,37.53271444536362,1640931.0,0.500048143,0.124848714,0.14575637,0.196901757,0.163691321,0.14617016,0.248224941,0.218332154,0.133785638,0.126673212,0.153832794,0.147075654,0.145087149,0.145573458,0.145720326,0.14330889,0.13369057
A,골목상권,3110059,새남터성지,196084,447363,11170,용산구,11170640,이촌2동,56970,126.95569888787642,37.52575028754142,565383.0,0.462573158,0.141753717,0.09914005,0.16118129,0.160387136,0.151669137,0.307327409,0.20769424,0.100595348,0.104159297,0.146309411,0.146493616,0.139970604,0.137883523,0.137717264,0.139102166,0.143939595
A,골목상권,3110036,동묘앞역 3번,201783,452612,11110,종로구,11110710,숭인2동,18431,127.02018355835784,37.57305028574799,332219.0,0.506573957,0.050987144,0.202726498,0.172364179,0.155944386,0.172123376,0.209246885,0.211730179,0.162765637,0.162455602,0.154135814,0.141365007,0.140762993,0.139561974,0.139342239,0.1393904,0.14692762
A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),198420,450734,11140,중구,11140540,회현동,76242,126.98211844625747,37.55612994758037,162045.0,0.492924805,0.085790455,0.1239648,0.195117436,0.210230428,0.162225541,0.154875776,0.228965849,0.1722659,0.17549955,0.177227454,0.153220979,0.153319716,0.153350571,0.153072874,0.148956784,0.119422143
A,골목상권,3110041,남산케이블카,198659,450764,11140,중구,11140550,명동,130560,126.9848232592838,37.5564006254871,308603.0,0.465980564,0.170859743,0.159664165,0.167256419,0.174437143,0.149511996,0.184080569,0.232424077,0.179958782,0.159129499,0.156167775,0.15433969,0.153908718,0.154252199,0.149223117,0.145976248,0.125467831
A,골목상권,3110042,남산골공원옆,199565,450784,11140,중구,11140570,필동,72607,126.99507688426245,37.55658169774501,181322.0,0.525457473,0.072401983,0.227734239,0.181898401,0.172969485,0.167746703,0.153576766,0.213282375,0.183424055,0.181797124,0.178714228,0.159876683,0.161327149,0.163704149,0.158856393,0.154124453,0.106148764
A,골목상권,3110043,충무초등학교,200090,451226,11140,중구,11140580,장충동,110058,127.00101862988308,37.56056420346717,757621.0,0.535756005,0.089525328,0.351034426,0.17037742,0.138110499,0.121756611,0.249723147,0.2238686,0.144358078,0.132630609,0.143175432,0.154644401,0.153456473,0.151928006,0.149631347,0.143211258,0.125583734
A,골목상권,3110044,관성묘,200294,451298,11140,중구,11140580,장충동,29575,127.00332755313303,37.5612128786751,192581.0,0.510102243,0.060535253,0.265969821,0.187930336,0.166381074,0.144826619,0.167854027,0.221664313,0.181697337,0.175502638,0.165906825,0.156465658,0.156444888,0.153765468,0.150577166,0.147451176,0.119753452
A,골목상권,3110045,동대문역사문화공원역 5번,200434,451428,11140,중구,11140580,장충동,44820,127.0049121791401,37.56238411905503,663842.0,0.488549986,0.044106748,0.208047373,0.188503624,0.179918776,0.167183856,0.237520732,0.222966042,0.14804298,0.137531427,0.145394756,0.15428092,0.154824725,0.154363771,0.149336965,0.145302866,0.120557483
A,골목상권,3110046,버티고개,200514,450225,11140,중구,11140625,다산동,58013,127.0058168073455,37.55154507908497,691418.0,0.469681915,0.134375827,0.13031606,0.16925193,0.159103236,0.148799787,0.328248139,0.221129301,0.09900509,0.08644975,0.126833367,0.146315254,0.146268972,0.144187742,0.142929458,0.142320564,0.137183296
A,골목상권,3110047,다산성곽길,200639,450609,11140,중구,11140625,다산동,85386,127.00723173486928,37.55500483313109,586191.0,0.470281871,0.112883002,0.169729661,0.208882429,0.164562404,0.138761939,0.305439174,0.219806821,0.109088831,0.101053921,0.135924748,0.14300897,0.1451789,0.14300897,0.142819613,0.139924667,0.139844488
A,골목상권,3110048,장충동주민센터,200749,451274,11140,중구,11140580,장충동,135606,127.00847731320724,37.56099638199899,920316.0,0.488702793,0.083278008,0.194876754,0.194796347,0.16774474,0.15697886,0.209472161,0.221791815,0.150953257,0.145471457,0.164449679,0.15019716,0.151457596,0.149277912,0.14694176,0.145247779,0.128492682
A,골목상권,3110049,장충단 고개,200898,450889,11140,중구,11140625,다산동,70693,127.01016325011474,37.557527410235856,630665.0,0.486072638,0.113399348,0.184762116,0.204073478,0.167764185,0.147734534,0.162624908,0.195409297,0.158729026,0.163967932,0.207052544,0.152657909,0.154490895,0.153553788,0.14988306,0.152296386,0.12210286
A,골목상권,3110053,청구역 1번,201118,451376,11140,중구,11140615,신당동,85550,127.01265387519813,37.56191502489969,1110433.0,0.490068289,0.084832673,0.167812016,0.172041897,0.151447228,0.184340703,0.253364228,0.208578996,0.12770694,0.126583954,0.163616355,0.144607424,0.146811067,0.145813259,0.145674574,0.144194972,0.137608359
A,골목상권,3110054,청구역 3번,201174,450806,11140,중구,11140645,청구동,69155,127.0132867887912,37.5567792722277,1043509.0,0.470145442,0.167559647,0.143431441,0.177923717,0.148845865,0.143633644,0.255500187,0.204331535,0.124709873,0.123606865,0.166785177,0.146601655,0.145754513,0.145085615,0.144221223,0.14274064,0.136486735
A,골목상권,3110055,황학동벼룩시장,201642,452260,11140,중구,11140670,황학동,27575,127.01858665039832,37.56987904492781,489568.0,0.492613896,0.105470322,0.13906722,0.237461931,0.1752133,0.128353715,0.283297281,0.211621698,0.122395913,0.121480819,0.141382078,0.142433737,0.140854794,0.140452399,0.141040673,0.140268563,0.146835577
A,골목상권,3110056,신당역 3번,201855,451480,11140,중구,11140650,신당5동,129607,127.02099573525912,37.562850872583056,1564547.0,0.463351716,0.129983395,0.136183915,0.160286754,0.155924466,0.170024403,0.227006778,0.198174808,0.127669461,0.130731687,0.186765123,0.142111971,0.142178444,0.143266937,0.141583384,0.141986056,0.143499592
A,골목상권,3110079,후암동주민센터,198162,450065,11170,용산구,11170510,후암동,293041,126.97920022239718,37.55010179303207,1959872.0,0.471495857,0.13446038,0.123792841,0.19665427,0.173965531,0.150180292,0.320700189,0.215489183,0.102389902,0.095886413,0.134261898,0.143388082,0.142257395,0.141634394,0.142130856,0.140064902,0.141536428
A,골목상권,3110080,해방촌예술마을,198518,449757,11170,용산구,11170510,후암동,134562,126.98322952776942,37.5473273581668,1690562.0,0.466816676,0.128863732,0.151135629,0.192889816,0.156774585,0.133876861,0.277857304,0.203668366,0.106831929,0.105527629,0.163143972,0.140763083,0.139303806,0.139971039,0.139608438,0.140663116,0.146753391
A,골목상권,3110081,해방촌 남동측,198634,449401,11170,용산구,11170520,용산2가동,105010,126.98454285856135,37.544119980506025,1654677.0,0.455352918,0.127331723,0.160287379,0.207506838,0.164115919,0.11156793,0.284665053,0.216510403,0.114233706,0.10826336,0.150073307,0.14186653,0.139906628,0.140899572,0.140678985,0.141674951,0.144414462
A,골목상권,3110050,약수역 7번,200868,450316,11140,중구,11140635,약수동,34553,127.00982304292712,37.55236472210246,449312.0,0.469935078,0.119964212,0.12910714,0.178529698,0.155521033,0.153457865,0.210928684,0.198118016,0.132406585,0.139484057,0.193706837,0.142228563,0.14134499,0.142729328,0.141427338,0.143581743,0.143719732
A,골목상권,3110051,한양공고앞 교차로,200997,451576,11140,중구,11140615,신당동,44893,127.01128463101034,37.5637171567379,950458.0,0.487310868,0.083858607,0.209173061,0.196622256,0.14491976,0.157813557,0.230621205,0.200937652,0.128419006,0.130923059,0.184015302,0.145534048,0.14745207,0.147195352,0.144751267,0.146482012,0.136276406
A,골목상권,3110052,장충초등학교,201128,451117,11140,중구,11140625,다산동,68893,127.01276666015386,37.55958143097188,620193.0,0.463465405,0.124087379,0.146814212,0.180047469,0.160081072,0.163384887,0.228424055,0.216439076,0.133976036,0.129340383,0.171256367,0.149774344,0.151209382,0.151159397,0.148058749,0.146768828,0.128397128
A,골목상권,3110060,효창공원앞역 6번,196339,448750,11170,용산구,11170590,용문동,94719,126.9585767524867,37.538248218205545,704569.0,0.468768096,0.117741819,0.138274997,0.174562533,0.158403672,0.163057594,0.220760493,0.189650694,0.130580539,0.143706294,0.196691878,0.139478375,0.138172611,0.136723496,0.138919167,0.138577114,0.154154035
A,골목상권,3110061,효창동주민센터,196409,449179,11170,용산구,11170580,효창동,100249,126.95936668628885,37.54211378231579,1243465.0,0.45912591,0.138072353,0.134652873,0.179734998,0.172187534,0.140883853,0.277531155,0.213287236,0.108354564,0.105119248,0.159312212,0.143260395,0.143232247,0.1407183,0.140263924,0.13881555,0.143762219
A,골목상권,3110062,한강로동땡땡거리(은행나무길),196643,447278,11170,용산구,11170625,한강로동,132684,126.96202315666444,37.524986638584856,816371.0,0.496952986,0.125589958,0.156722863,0.20229773,0.181435891,0.144807937,0.196285517,0.20699387,0.150953242,0.15448962,0.188050301,0.146622242,0.148507417,0.147678136,0.145269914,0.144651322,0.135869765
A,골목상권,3110063,효창공원앞역 5번,196702,448664,11170,용산구,11170590,용문동,110329,126.96268438684385,37.53747472736998,872284.0,0.500373158,0.11010163,0.149033859,0.230852302,0.168874852,0.143253638,0.260420918,0.203719202,0.121804366,0.122988614,0.163121185,0.14452649,0.146890401,0.147151784,0.144567761,0.143480957,0.137079365
A,골목상권,3110064,효창공원앞역 2번,196816,449203,11170,용산구,11170580,효창동,131550,126.9639719165408,37.542331517069975,1273119.0,0.421593739,0.160812147,0.168161028,0.187453019,0.152751628,0.133857872,0.288260337,0.217307088,0.111250314,0.104068745,0.145401062,0.146367422,0.14510124,0.145446848,0.142457337,0.139882556,0.136967665
A,골목상권,3110082,용산구청,199212,448107,11170,용산구,11170650,이태원1동,71140,126.99108467693512,37.53246171216063,367347.0,0.502343827,0.057640481,0.257991104,0.241034338,0.167185705,0.127604493,0.198574649,0.166643074,0.139399153,0.15152934,0.213511439,0.131412891,0.128990107,0.131592559,0.133454563,0.146975876,0.170877048
A,골목상권,3110083,서빙고역 1번,199271,446786,11170,용산구,11170690,서빙고동,58652,126.99175350506796,37.5205595234227,98754.0,0.48600563,0.127599895,0.11459789,0.171436094,0.18885311,0.179850943,0.245939487,0.227206448,0.125956904,0.122888736,0.147069545,0.144367374,0.14551162,0.14551162,0.143111741,0.143233254,0.13600324
A,골목상권,3110084,경리단길북측,199236,449136,11170,용산구,11170660,이태원2동,225725,126.9913551393898,37.54173302689627,963546.0,0.465301086,0.091455745,0.153642579,0.23489437,0.208118329,0.119599646,0.27935534,0.206958249,0.11029353,0.112066147,0.159340437,0.138674086,0.140910615,0.138036858,0.139515768,0.139920523,0.150230347
A,골목상권,3110085,경리단길남측,199260,448806,11170,용산구,11170660,이태원2동,181830,126.99162703817964,37.53875974659307,1286160.0,0.472566399,0.103200304,0.169429285,0.229527609,0.20036403,0.127053498,0.254972744,0.206571339,0.124289261,0.12448597,0.166584121,0.140245164,0.140755986,0.138998042,0.140898269,0.142782169,0.148211501
A,골목상권,3110086,이태원역 북측,199383,448588,11170,용산구,11170650,이태원1동,133757,126.99301894331596,37.53679565632451,429248.0,0.489189208,0.076032969,0.226440193,0.24161324,0.17748714,0.119539287,0.244477526,0.187144435,0.123991837,0.128749016,0.177991175,0.133363464,0.13332153,0.134458402,0.137752535,0.147206277,0.162633256
A,골목상권,3110065,남정초등학교,196844,448550,11170,용산구,11170560,원효로1동,18065,126.964291552221,37.53644808379059,62417.0,0.571824532,0.101304153,0.161833504,0.210635094,0.196295822,0.16168931,0.143278274,0.209494208,0.177772081,0.177643911,0.191326081,0.153879428,0.154920777,0.157387975,0.151011711,0.15056313,0.119242538
A,골목상권,3110066,서울역 15번,197079,450403,11170,용산구,11170555,청파동,133737,126.9669430795906,37.55314437161729,1524865.0,0.500907621,0.09370725,0.154890987,0.207245096,0.17766348,0.17373461,0.258959974,0.210500602,0.123193201,0.121319592,0.15732737,0.143836995,0.144721008,0.144785276,0.143558282,0.144656084,0.137180668
A,골목상권,3110067,배문고등학교,197116,449954,11170,용산구,11170555,청파동,204936,126.96736357210598,37.54909900636352,2141481.0,0.465152822,0.125885428,0.177767795,0.181954621,0.145181438,0.155095614,0.308888712,0.218493285,0.104676672,0.099718419,0.137586155,0.142949736,0.141920541,0.14152502,0.141303211,0.14002559,0.140394027
A,골목상권,3110068,남영역 1번,197107,449013,11170,용산구,11170560,원효로1동,145312,126.96726543215075,37.54062057647328,1699305.0,0.459734103,0.119115756,0.196753967,0.254441669,0.165293458,0.122997343,0.252952087,0.217036837,0.12892675,0.12706599,0.157700261,0.147789243,0.146199181,0.147781593,0.145310583,0.143239736,0.133225054
A,골목상권,3110069,숙대입구,197161,449524,11170,용산구,11170555,청파동,173542,126.9678744716527,37.5452248513008,2108215.0,0.384846422,0.126408894,0.310183881,0.17514019,0.135550755,0.103922088,0.212076567,0.200767948,0.144157973,0.140905932,0.182443441,0.148256841,0.147432921,0.148027737,0.142855584,0.140449755,0.131300775
A,골목상권,3110070,용산세무서,197188,447141,11170,용산구,11170625,한강로동,8437,126.96818911909422,37.52375408705928,54085.0,0.470500139,0.147693446,0.152722566,0.199389849,0.176241102,0.153147823,0.176367267,0.216433088,0.157582369,0.148726103,0.194135266,0.14541387,0.147373676,0.149869654,0.145062584,0.141272394,0.134764361
A,골목상권,3110071,한강미주맨션아파트,197152,446831,11170,용산구,11170630,이촌1동,27783,126.96778306850037,37.52096086871952,49582.0,0.457383728,0.154252637,0.080353361,0.127306831,0.197212642,0.176882273,0.21706771,0.205570907,0.12924827,0.136106013,0.188063495,0.140676052,0.136904522,0.140131499,0.138800371,0.14142229,0.149530071
A,골목상권,3110072,열정도,197247,448836,11170,용산구,11170560,원효로1동,18090,126.96885020857862,37.539026235143446,311050.0,0.452507788,0.108979264,0.153766276,0.260819804,0.209181804,0.137315544,0.194427923,0.225760406,0.148711948,0.147040196,0.175234929,0.147478372,0.145803394,0.147279046,0.144668525,0.142964613,0.133049777
A,골목상권,3110073,삼각지역 3번,197578,447973,11170,용산구,11170625,한강로동,41421,126.97259826981193,37.53125152806751,242459.0,0.531555721,0.08494597,0.218258682,0.254388353,0.191953312,0.131906294,0.228566479,0.202533212,0.145867961,0.144032599,0.166931316,0.145594549,0.146580275,0.147533005,0.144518087,0.143903556,0.135514578
