brand,brand_avg_WKND_RT,brand_avg_시간_0813,brand_avg_시간_1417,brand_avg_시간_1821,brand_avg_남성_20대,brand_avg_남성_30대,brand_avg_남성_40대,brand_avg_남성_50대,brand_avg_남성_60대,brand_avg_여성_20대,brand_avg_여성_30대,brand_avg_여성_40대,brand_avg_여성_50대,brand_avg_소득3천만이하,brand_avg_소득5천만이하,brand_avg_소득7천만이하,brand_avg_소득1억이하,brand_avg_소득1억초과,brand_avg_생애단계_싱글,brand_avg_생애단계_청소년,brand_avg_avg_order_cost,"brand_MCT_RY_NM_공연장,극장",brand_MCT_RY_NM_농가공산품,brand_MCT_RY_NM_농수산물,brand_MCT_RY_NM_부페,brand_MCT_RY_NM_식품류제조업,brand_MCT_RY_NM_식품잡화,brand_MCT_RY_NM_양식,"brand_MCT_RY_NM_용역서비스(연구,번역등)",brand_MCT_RY_NM_일반대중음식,brand_MCT_RY_NM_일식,"brand_MCT_RY_NM_전문서비스(회계,변리,컨설팅등)",brand_MCT_RY_NM_제과점,brand_MCT_RY_NM_중식,brand_MCT_RY_NM_청과물,brand_MCT_RY_NM_커피전문점,brand_MCT_RY_NM_패스트푸드,brand_MCT_RY_NM_한식,brand_MCT_RY_NM_할인점/슈퍼마켓,brand_MCT_RY_NM_화원,brand_MCT_RY_NM2_간식,brand_MCT_RY_NM2_건강식품,brand_MCT_RY_NM2_기타,brand_MCT_RY_NM2_농축수산물,brand_MCT_RY_NM2_부페,brand_MCT_RY_NM2_식품,brand_MCT_RY_NM2_식품제조,brand_MCT_RY_NM2_아시아음식,brand_MCT_RY_NM2_양식,brand_MCT_RY_NM2_유흥주점,brand_MCT_RY_NM2_음료,brand_MCT_RY_NM2_주점및주류판매,brand_MCT_RY_NM2_패스트푸드,brand_MCT_RY_NM2_한식,brand_OUB_RY_MI_CZ_NM_다방/커피숍/카페,brand_OUB_RY_MI_CZ_NM_별식/퓨전요리,brand_OUB_RY_MI_CZ_NM_분식,brand_OUB_RY_MI_CZ_NM_뷔페,brand_OUB_RY_MI_CZ_NM_서비스,brand_OUB_RY_MI_CZ_NM_소매,brand_OUB_RY_MI_CZ_NM_수산물,brand_OUB_RY_MI_CZ_NM_양식,brand_OUB_RY_MI_CZ_NM_유흥주점,brand_OUB_RY_MI_CZ_NM_일식,brand_OUB_RY_MI_CZ_NM_전자/정보통신,brand_OUB_RY_MI_CZ_NM_제과제빵떡케익,brand_OUB_RY_MI_CZ_NM_중식,brand_OUB_RY_MI_CZ_NM_패스트푸드,brand_OUB_RY_MI_CZ_NM_한식
맥켄치킨,0.2537575,0.0,0.0802125,0.437335,0.0801425,0.12979,0.1020375,0.3954175,0.0972325,0.07171,0.0341075,0.041275,0.0282425,0.0953375,0.3034125,0.219715,0.215835,0.1553875,0.315825,0.32118,40111.53626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
젓가락질 잘해야만 밥을 먹나요,0.0,0.98412,0.01588,0.0,0.10342,0.13645,0.15274,0.02948,0.0,0.18297,0.20727,0.0612,0.10254,0.206,0.30032,0.17708,0.1312,0.1727,0.55548,0.27721,25919.32828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
캔카페,0.396935,0.1138925,0.1669175,0.41506,0.2178025,0.2098225,0.03498,0.04597,0.0116125,0.2751925,0.083695,0.0466475,0.0528775,0.37149,0.375415,0.0730425,0.084285,0.051255,0.7227425,0.08765,14030.71912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
무지개맥주,0.3813175,0.001165,0.006336667,0.266545,0.258340833,0.139271667,0.087085833,0.093289167,0.0191025,0.208825,0.068744167,0.063845,0.055768333,0.282655833,0.340508333,0.1446975,0.08092,0.079489167,0.668584167,0.1807,54675.88582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
보드람치킨,0.332872,0.006293143,0.116135143,0.561296857,0.050312,0.159441143,0.201073429,0.152495143,0.060687429,0.040103714,0.093310571,0.139126571,0.068302857,0.107005429,0.343447714,0.229463714,0.15259,0.154861143,0.326978857,0.36711,37789.30238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팔각도,0.3700488,0.0456148,0.119934,0.75359,0.1057684,0.1865672,0.1515788,0.116602,0.0462896,0.1115788,0.0978092,0.0856688,0.0725552,0.1514312,0.3707536,0.192534,0.1307988,0.12916,0.463428,0.2745876,74938.14894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
홍춘천,0.280172857,0.332228571,0.16691,0.472287143,0.07549,0.160497143,0.132001429,0.141765714,0.03819,0.115538571,0.108182857,0.099527143,0.110078571,0.110307143,0.327924286,0.220494286,0.165072857,0.15595,0.365584286,0.299211429,41336.38586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
두리아,0.425373333,0.0,0.01727,0.50705,0.08565,0.191076667,0.109976667,0.232763333,0.11317,0.0,0.028176667,0.119403333,0.06207,0.12469,0.40741,0.195143333,0.178286667,0.094466667,0.325446667,0.258343333,47144.11555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바푸리김밥,0.19606,0.60866,0.22523,0.16612,0.02138,0.17119,0.06794,0.10702,0.05865,0.0333,0.14946,0.22562,0.08223,0.155,0.31173,0.18011,0.1294,0.19628,0.26608,0.38349,11256.79065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
밥맛나는세상,0.171941667,0.61164,0.194328333,0.184183333,0.056501667,0.230863333,0.166501667,0.138076667,0.077163333,0.082501667,0.04704,0.084678333,0.082931667,0.131458333,0.296381667,0.13457,0.156178333,0.246696667,0.447136667,0.323208333,13530.61487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
휘카페,0.2230625,0.4230525,0.4573475,0.1196025,0.13437,0.14822,0.10208,0.1089975,0.0513825,0.15138,0.08662,0.1080475,0.105015,0.2066175,0.3647575,0.1069975,0.155235,0.0520675,0.546565,0.222185,5738.534891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
바이웨이,0.41139,0.34381,0.45406,0.20212,0.09187,0.08217,0.03434,0.00452,0.00434,0.39382,0.18746,0.13124,0.04739,0.44449,0.39587,0.05177,0.02205,0.05035,0.73535,0.13068,17316.28553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
본가짜장,0.195365,0.557835,0.226175,0.215985,0.12938,0.12653,0.187655,0.18768,0.05076,0.06099,0.024195,0.093135,0.09752,0.22502,0.24725,0.18705,0.207605,0.120605,0.338165,0.350075,18800.44929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
봄봄감자탕,0.05815,0.50694,0.15662,0.33644,0.10491,0.31405,0.04077,0.11708,0.07035,0.11886,0.06758,0.08133,0.04318,0.23388,0.19659,0.10339,0.11223,0.28171,0.49142,0.23574,21259.53435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
봉구비어,0.332348182,0.0,0.006323485,0.35010697,0.128547576,0.198993788,0.167819545,0.120774242,0.035514848,0.109093333,0.094303485,0.087092576,0.046594091,0.175928333,0.362853788,0.204322273,0.109155,0.122120758,0.506931818,0.278574394,34571.55353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
스테프핫도그,0.33964,0.51021,0.34916,0.136955,0.1175025,0.17725,0.1197525,0.117015,0.0437575,0.118665,0.11252,0.0889025,0.073255,0.1677575,0.3278125,0.170255,0.1205625,0.1547325,0.4553375,0.2562775,18709.81903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
착한초밥,0.21879,0.35999,0.199635,0.23364,0.255065,0.21014,0.063115,0.06329,0.00212,0.226125,0.10002,0.033785,0.02101,0.24265,0.472895,0.12678,0.065735,0.08786,0.734505,0.17356,29063.71817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
큰맘할매순대국,0.298017222,0.387062778,0.179071944,0.309731389,0.132288056,0.159230556,0.135471111,0.151271389,0.113803611,0.062231389,0.064553056,0.068925556,0.066878889,0.187752222,0.354435,0.199376111,0.115055,0.108085556,0.406309722,0.261011667,16166.26023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
해머스미스커피,0.1104444,0.7077756,0.1848364,0.074194,0.0750228,0.1946772,0.1329644,0.0673792,0.0413612,0.1331908,0.1850992,0.09534,0.0504696,0.128638,0.3420112,0.1922976,0.1390556,0.1835692,0.5117224,0.2325692,7639.044389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
혼밥대왕,0.314204545,0.456562727,0.190488182,0.251781818,0.160801818,0.228193636,0.128733636,0.045431818,0.022076364,0.151711818,0.130378182,0.060922727,0.061522727,0.213862727,0.418497273,0.145634545,0.079860909,0.104095455,0.632925455,0.182093636,20688.00792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
퐁치커피익스프레스,0.421425,0.335515,0.23819,0.240015,0.121875,0.217755,0.07297,0.0422,0.021635,0.27112,0.14932,0.058185,0.039275,0.21675,0.433595,0.153905,0.067245,0.071205,0.735545,0.13854,9253.65405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
소신선,0.30687,0.15938,0.23607,0.51573,0.12038,0.23978,0.06014,0.05229,0.01577,0.21207,0.11403,0.08265,0.07843,0.2045,0.31467,0.23551,0.10447,0.12498,0.62766,0.17285,29431.07827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
인생극장,0.379536667,0.046780667,0.096038,0.684528,0.062306667,0.184864667,0.171075333,0.125580667,0.057037333,0.061893333,0.12662,0.134665333,0.051603333,0.144317333,0.414646,0.223548667,0.128043333,0.078756667,0.441996,0.306314667,69558.58976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
고기극찬,0.354013,0.16521,0.2230645,0.5377255,0.145603,0.2500915,0.104153,0.060331,0.009938,0.115096,0.1620115,0.0961285,0.0438405,0.178169,0.411992,0.1898115,0.096908,0.102691,0.5780175,0.1935205,34897.66463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
수만돈돈카츠,0.33491,0.40471,0.06942,0.52587,0.09965,0.26693,0.27834,0.13633,0.0,0.15235,0.0221,0.01453,0.02976,0.19581,0.24438,0.27261,0.05882,0.17703,0.47072,0.29509,21553.75238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
우정칼국수,0.39401,0.22725,0.2736,0.49915,0.0,0.16109,0.10388,0.23608,0.2512,0.05778,0.0308,0.03903,0.05089,0.15439,0.31222,0.34035,0.1079,0.06409,0.21848,0.36618,33165.70601,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
커리146,0.262118,0.469856,0.265666,0.264478,0.094688,0.157688,0.096384,0.077384,0.016516,0.148578,0.177056,0.123494,0.0882,0.152398,0.305596,0.184236,0.115832,0.189778,0.521062,0.262996,22107.76541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
달콤커피,0.252787778,0.532113333,0.27303,0.156252222,0.122786667,0.135698889,0.094144444,0.075832222,0.04233,0.13934,0.152385556,0.095701111,0.08618,0.156117778,0.34482,0.173604444,0.136966667,0.154717778,0.471034444,0.242018889,9198.273832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
버거운버거,0.39171,0.303485,0.404215,0.217895,0.2016,0.14979,0.10531,0.08324,0.03432,0.14497,0.06833,0.05802,0.12781,0.29074,0.329715,0.14247,0.092945,0.101885,0.503395,0.24658,25568.34865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
북촌손만두,0.317261667,0.498067857,0.24843,0.237341905,0.075209762,0.141994286,0.128988571,0.111806667,0.053256905,0.101763571,0.113838333,0.124635952,0.102054286,0.154987619,0.335663095,0.204356429,0.127388095,0.153523571,0.39529381,0.31034,16694.37609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
빵명장,0.396136667,0.39798,0.377196667,0.213166667,0.062983333,0.088133333,0.066686667,0.138856667,0.066183333,0.11118,0.11906,0.118153333,0.12556,0.172606667,0.324573333,0.172493333,0.134746667,0.165856667,0.299923333,0.31959,11441.69294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
우아한과일,0.32207,0.24722,0.15363,0.34595,0.17842,0.20002,0.02348,0.05478,0.00813,0.2636,0.15913,0.05383,0.0424,0.30518,0.35928,0.07744,0.14711,0.07013,0.6922,0.13209,15042.63374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
크레이저커피,0.25157,0.575825,0.266121667,0.1344,0.119385,0.173105,0.063185,0.04529,0.041481667,0.205365,0.193921667,0.095008333,0.018161667,0.25361,0.357678333,0.177838333,0.096261667,0.083316667,0.581561667,0.139871667,12350.7404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
에그셀런트,0.424318889,0.622855556,0.227071111,0.096577778,0.088956667,0.21297,0.088228889,0.045381111,0.007294444,0.191931111,0.177702222,0.11273,0.054162222,0.183177778,0.387817778,0.16748,0.078682222,0.130662222,0.612434444,0.205943333,14762.60394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
회기버거,0.2216725,0.48061,0.2400975,0.279295,0.143265,0.180475,0.07927,0.053885,0.0174025,0.1362425,0.18574,0.1237725,0.0610375,0.1532,0.3231675,0.20598,0.16169,0.1119375,0.54642,0.2207275,21970.52262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
