brand,brand_avg_WKND_RT,brand_avg_시간_0813,brand_avg_시간_1417,brand_avg_시간_1821,brand_avg_남성_20대,brand_avg_남성_30대,brand_avg_남성_40대,brand_avg_남성_50대,brand_avg_남성_60대,brand_avg_여성_20대,brand_avg_여성_30대,brand_avg_여성_40대,brand_avg_여성_50대,brand_avg_소득3천만이하,brand_avg_소득5천만이하,brand_avg_소득7천만이하,brand_avg_소득1억이하,brand_avg_소득1억초과,brand_avg_생애단계_싱글,brand_avg_생애단계_청소년,brand_avg_avg_order_cost,"brand_MCT_RY_NM_공연장,극장",brand_MCT_RY_NM_농가공산품,brand_MCT_RY_NM_농수산물,brand_MCT_RY_NM_부페,brand_MCT_RY_NM_식품류제조업,brand_MCT_RY_NM_식품잡화,brand_MCT_RY_NM_양식,"brand_MCT_RY_NM_용역서비스(연구,번역등)",brand_MCT_RY_NM_일반대중음식,brand_MCT_RY_NM_일식,"brand_MCT_RY_NM_전문서비스(회계,변리,컨설팅등)",brand_MCT_RY_NM_제과점,brand_MCT_RY_NM_중식,brand_MCT_RY_NM_청과물,brand_MCT_RY_NM_커피전문점,brand_MCT_RY_NM_패스트푸드,brand_MCT_RY_NM_한식,brand_MCT_RY_NM_할인점/슈퍼마켓,brand_MCT_RY_NM_화원,brand_MCT_RY_NM2_간식,brand_MCT_RY_NM2_건강식품,brand_MCT_RY_NM2_기타,brand_MCT_RY_NM2_농축수산물,brand_MCT_RY_NM2_부페,brand_MCT_RY_NM2_식품,brand_MCT_RY_NM2_식품제조,brand_MCT_RY_NM2_아시아음식,brand_MCT_RY_NM2_양식,brand_MCT_RY_NM2_유흥주점,brand_MCT_RY_NM2_음료,brand_MCT_RY_NM2_주점및주류판매,brand_MCT_RY_NM2_패스트푸드,brand_MCT_RY_NM2_한식,brand_OUB_RY_MI_CZ_NM_다방/커피숍/카페,brand_OUB_RY_MI_CZ_NM_별식/퓨전요리,brand_OUB_RY_MI_CZ_NM_분식,brand_OUB_RY_MI_CZ_NM_뷔페,brand_OUB_RY_MI_CZ_NM_서비스,brand_OUB_RY_MI_CZ_NM_소매,brand_OUB_RY_MI_CZ_NM_수산물,brand_OUB_RY_MI_CZ_NM_양식,brand_OUB_RY_MI_CZ_NM_유흥주점,brand_OUB_RY_MI_CZ_NM_일식,brand_OUB_RY_MI_CZ_NM_전자/정보통신,brand_OUB_RY_MI_CZ_NM_제과제빵떡케익,brand_OUB_RY_MI_CZ_NM_중식,brand_OUB_RY_MI_CZ_NM_패스트푸드,brand_OUB_RY_MI_CZ_NM_한식
emoi,0.282549167,0.560369167,0.172633333,0.197449167,0.070365,0.162855833,0.127136667,0.071818333,0.017170833,0.137720833,0.205404167,0.1481775,0.045989167,0.117273333,0.328535,0.206533333,0.1297825,0.200811667,0.499918333,0.270265833,26675.57552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김천재의 육회반한연어,0.48854,0.0507375,0.1335675,0.4406925,0.1769775,0.171365,0.090585,0.05468,0.01741,0.2548475,0.1052075,0.05577,0.0633725,0.2724975,0.3961625,0.1182775,0.1146075,0.07636,0.64118,0.15148,39412.3105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
달래해장,0.339842593,0.178357037,0.069844815,0.316513704,0.135501111,0.279797778,0.16241037,0.086791852,0.039688889,0.088237037,0.093550741,0.057562593,0.039347778,0.14047963,0.386631481,0.197802593,0.116448148,0.145871481,0.555484815,0.219015556,43455.2504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
디저트39,0.34952913,0.332498261,0.331431159,0.29624942,0.104884928,0.133868116,0.079686087,0.052458406,0.024041449,0.234880725,0.162074203,0.115564203,0.067843913,0.229232029,0.370229855,0.167315652,0.088371304,0.102599275,0.568039855,0.213084783,11654.92336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
매덕스피자,0.490533333,0.199193333,0.3515,0.419666667,0.17874,0.240973333,0.096986667,0.045166667,0.01807,0.17805,0.129723333,0.068923333,0.022433333,0.209976667,0.31462,0.165826667,0.092243333,0.184233333,0.66036,0.1548,24559.07976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
매머드 익스프레스,0.15573985,0.707994114,0.203885736,0.058250901,0.112663664,0.217727688,0.132114084,0.072268859,0.026868258,0.152917808,0.133738288,0.084364204,0.050735946,0.194208228,0.37810006,0.182051201,0.112284895,0.10887985,0.550047417,0.221986456,4708.436254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
배떡,0.377769592,0.228445306,0.26006449,0.402824286,0.085582449,0.108235918,0.091096122,0.04331551,0.009895918,0.1985,0.187572245,0.189184082,0.070175102,0.18897,0.370483673,0.191684898,0.102862653,0.10900102,0.48283449,0.289256531,21160.05922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
버텍스,0.212789286,0.412288571,0.209306429,0.346522857,0.223495714,0.219226429,0.091795,0.044302857,0.011399286,0.120508571,0.131974286,0.078092857,0.065130714,0.195523571,0.349902143,0.168048571,0.097672857,0.155415714,0.646497143,0.159878571,22645.64436,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
아서원,0.353025,0.48841,0.28116,0.23043,0.070255,0.175785,0.156965,0.176255,0.08404,0.054765,0.080475,0.102735,0.06425,0.10524,0.357095,0.184555,0.124925,0.2166,0.350655,0.342035,25120.85187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
아우어베이커리,0.28642875,0.56782875,0.3584475,0.07224625,0.058525,0.12011625,0.05856375,0.04431875,0.028475,0.213305,0.245995,0.1167175,0.08639375,0.15585,0.3465175,0.18211625,0.12257375,0.16892875,0.5400275,0.19958625,15928.01643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
야끼니꾸소량,0.44112,0.0,0.043182222,0.712333333,0.179632222,0.250031111,0.109701111,0.061936667,0.008851111,0.217463333,0.080796667,0.051731111,0.031898889,0.254925556,0.382871111,0.185741111,0.096662222,0.065935556,0.714023333,0.159848889,78004.28326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
와플대학,0.42305029,0.16888029,0.373528551,0.398793623,0.122019565,0.137186232,0.088787246,0.049341884,0.016661304,0.234339275,0.142058986,0.128972174,0.064203188,0.262848261,0.349012029,0.163669565,0.09151971,0.082985507,0.559267101,0.237795362,8481.703057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
왕가탕후루,0.42502701,0.119769794,0.292395155,0.471009588,0.096639278,0.077611134,0.089399691,0.044706392,0.008597423,0.337824124,0.133541237,0.152044845,0.050228351,0.28602,0.319281546,0.14303,0.087341546,0.104158866,0.570000825,0.263472784,7121.765901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
이디야,0.318988481,0.485270985,0.310450083,0.189180768,0.070196795,0.133152154,0.099120751,0.084411937,0.065692621,0.139162755,0.133861436,0.116361002,0.098570083,0.188816845,0.356550317,0.186485843,0.116149382,0.121412821,0.417127896,0.258922705,7330.419819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
이바돔감자탕,0.4375,0.260304,0.159184,0.33637,0.105418,0.172894,0.13279,0.119568,0.095482,0.092054,0.084244,0.097604,0.063408,0.15646,0.355224,0.20353,0.125986,0.132218,0.412974,0.268178,36403.04001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
전주소반,0.03855,0.63952,0.19283,0.16765,0.06542,0.10792,0.18058,0.29125,0.05833,0.0676,0.015,0.08883,0.01833,0.07492,0.21708,0.37726,0.15325,0.15739,0.43852,0.16125,29318.79211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
젤라띠젤라띠,0.488356667,0.106136667,0.288076667,0.530296667,0.0824,0.15845,0.086306667,0.047636667,0.02383,0.219643333,0.184513333,0.111613333,0.06024,0.165906667,0.29524,0.18773,0.104083333,0.217233333,0.54874,0.218713333,11112.73398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
질할브로스,0.327455,0.364465,0.19744,0.36214,0.13651,0.268055,0.077855,0.05392,0.01243,0.14232,0.186915,0.06456,0.030145,0.201895,0.31042,0.133555,0.121345,0.18366,0.689675,0.15258,18026.03862,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
카페쿠바노,0.70415,0.09561,0.42153,0.44979,0.08344,0.33405,0.03832,0.02596,0.0,0.29604,0.20797,0.0,0.01422,0.30439,0.38566,0.06768,0.08714,0.01236,0.7296,0.04666,25894.98724,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
코리안바베큐,0.370612,0.0,0.082978,0.434388,0.13327,0.162004,0.139198,0.153462,0.067288,0.031224,0.064694,0.07265,0.149662,0.157756,0.354476,0.220546,0.129966,0.12081,0.344628,0.306274,43464.56199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
크래프트한스,0.37233,0.000439167,0.0241075,0.4356775,0.148884167,0.1999125,0.157031667,0.1090925,0.021078333,0.110901667,0.099631667,0.0801,0.065304167,0.193355,0.32915,0.180843333,0.1246275,0.1575225,0.544318333,0.2730425,57208.56655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
투다리,0.364558296,0.000725037,0.006070741,0.327155481,0.138483556,0.190200148,0.149560296,0.100240074,0.045725926,0.147964889,0.097170444,0.063742519,0.049770296,0.200694519,0.400063778,0.177774741,0.097016074,0.099570741,0.564574741,0.219638889,44913.98854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
투썸플레이스,0.358680579,0.380326033,0.321270634,0.270447686,0.076154215,0.133086364,0.097294518,0.07695124,0.040000909,0.177003444,0.150296474,0.123962534,0.086773857,0.182529752,0.329419477,0.186717218,0.12001719,0.150051708,0.473334408,0.26083,12708.38088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파리바게트,0.349305406,0.382897547,0.302899313,0.262758375,0.044147234,0.100022531,0.114317453,0.101536234,0.083721687,0.080602828,0.112774719,0.140646406,0.125392984,0.145994937,0.343469906,0.203400734,0.129941859,0.153288078,0.287748375,0.317590172,12591.93775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
파파존스,0.366916538,0.247333718,0.323672564,0.427889744,0.078214615,0.176313205,0.143964359,0.083648333,0.039013205,0.073089744,0.126962436,0.133670513,0.098377308,0.112485769,0.322183846,0.205374231,0.126162949,0.210120769,0.378671667,0.318678077,42514.34775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
피자애프터러브,0.57333,0.0,0.0,0.3934,0.19684,0.45219,0.01697,0.0,0.0,0.17027,0.08179,0.03879,0.04315,0.31475,0.35523,0.14206,0.09361,0.06623,0.93406,0.06594,19522.41935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
할리스,0.328002692,0.41182,0.305506308,0.243328308,0.093461615,0.138303923,0.085475077,0.081630692,0.055544769,0.187323692,0.127518615,0.101352154,0.086118615,0.199792462,0.323895692,0.169847462,0.11362,0.153734923,0.496110923,0.235116692,10208.3315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
더착한커피,0.165108,0.607846,0.227158,0.109598,0.087554,0.20653,0.123496,0.102886,0.082928,0.102424,0.123122,0.079918,0.06199,0.150192,0.362764,0.208904,0.13241,0.130944,0.452364,0.233932,7537.941102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
본우리집밥,0.136547,0.772159667,0.189746667,0.028096667,0.046776,0.121551333,0.160513,0.121779667,0.080591667,0.08776,0.079413,0.104607667,0.114211,0.164229,0.318883333,0.198386667,0.137746,0.161494667,0.347601667,0.277933667,48655.2783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
부산어묵,0.302630426,0.230016596,0.357398085,0.357403191,0.053845532,0.100848723,0.132765957,0.134247447,0.053136809,0.067844255,0.082923617,0.156382128,0.130275745,0.14391234,0.371538511,0.205201915,0.140378936,0.116508298,0.280797872,0.364255319,11366.87669,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
설빙,0.465298395,0.101945556,0.27463358,0.54916037,0.100911975,0.09658679,0.081746173,0.068085556,0.026357037,0.274130988,0.114837284,0.134899259,0.080201358,0.250725185,0.307228272,0.156924444,0.093910617,0.130340864,0.535453951,0.257731728,15762.07667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
신룽푸마라탕,0.284041818,0.410286818,0.273384091,0.308262273,0.073825,0.092281364,0.074834091,0.052581364,0.012517727,0.333945,0.151363636,0.139430455,0.058406364,0.253882273,0.307432727,0.156894545,0.089837727,0.110651818,0.569916364,0.246362727,17139.85001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
엔제리너스,0.342936585,0.401283659,0.308198049,0.192595122,0.084127805,0.13690122,0.092968293,0.087147317,0.053788049,0.153834634,0.124211463,0.10041439,0.087592195,0.190517805,0.352332195,0.176632927,0.111301951,0.138890732,0.450491707,0.244818537,10905.64929,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
원할머니,0.382860606,0.248212879,0.243317576,0.469526667,0.042818485,0.114911515,0.162835303,0.121541212,0.051104697,0.052830758,0.127024394,0.181985152,0.108724545,0.098934242,0.329260909,0.231194545,0.137748939,0.192991667,0.289298788,0.378879697,48276.85648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
